Problem,Greedy Profit,Greedy Weight,Greedy Time,Brute Force Profit,Brute Force Weight,Brute Force Time,Branch and Bound Profit,Branch and Bound Weight,Branch and Bound Time,Dynamic Profit,Dynamic Weight,Dynamic Time,OR_Dynamic Profit,OR_Dynamic Weight,OR_Dynamic Time,OR_Integer Profit,OR_Integer Weight,OR_Integer Time,
problem_100_1000_2_3_5.txt,28770,26835,0.000016,11511,11647,10.391098,28770,26835,0.002204,28814,26888,0.156668,28814,26888,0.047047,28814,26888,0.034675,
problem_100_1000_3_3_5.txt,27155,26465,0.000017,12576,12346,10.462764,27192,26502,0.005026,27192,26502,0.155886,27192,26502,0.084700,27192,26502,0.013137,
problem_100_1000_4_3_5.txt,26324,26324,0.000009,12552,12552,10.509237,5553,5553,10.000511,26502,26502,0.153828,26502,26502,0.023878,26502,26502,0.015728,
problem_500_50_1_3_5.txt,10222,6402,0.000086,506,465,10.467095,10224,6410,0.280427,10227,6410,0.193031,10227,6410,0.334577,10227,6409,0.013721,
problem_500_50_2_3_5.txt,7122,6393,0.000082,452,465,10.373156,7139,6410,0.067850,7139,6410,0.188115,7139,6410,0.281216,7139,6410,0.012115,
problem_500_50_3_3_5.txt,9717,6167,0.000080,682,452,10.516864,9118,5708,10.002301,9723,6173,0.184167,9723,6173,0.459954,9723,6173,0.008290,
problem_500_50_4_3_5.txt,6150,6150,0.000027,446,446,10.323053,281,281,10.003406,6173,6173,0.180820,6173,6173,0.108565,6173,6173,0.012142,
problem_500_100_1_3_5.txt,20922,12204,0.000095,1150,925,10.506743,20924,12210,0.061510,20925,12209,0.356314,20925,12210,0.649451,20925,12210,0.049959,
problem_500_100_2_3_5.txt,13652,12196,0.000082,978,925,10.504007,13666,12210,0.048636,13666,12210,0.355405,13666,12210,0.537864,13666,12210,0.019211,
problem_500_100_3_3_5.txt,15793,12243,0.000092,1182,952,10.500069,11489,8519,10.002847,15823,12273,0.367611,15823,12273,0.837469,15823,12273,0.009458,
problem_500_100_4_3_5.txt,12238,12238,0.000028,946,946,10.285578,531,531,10.002927,12273,12273,0.355702,12273,12273,0.234707,12272,12272,0.006339,
problem_500_500_1_3_5.txt,102800,64385,0.000107,5091,5001,10.444938,102817,64708,0.065256,103044,64710,1.909728,103044,64710,3.509819,103042,64709,0.039516,
problem_500_500_2_3_5.txt,70702,64491,0.000082,5267,5415,10.239879,70859,64699,0.260278,70918,64710,1.928729,70918,64710,3.050215,70914,64710,0.050896,
problem_500_500_3_3_5.txt,68317,64817,0.000096,6076,5846,10.292813,24866,22786,10.002637,68573,65073,1.888957,68573,65073,4.126719,68573,65073,0.145563,
problem_500_500_4_3_5.txt,64829,64829,0.000029,5846,5846,10.452671,3031,3031,10.003858,65073,65073,1.882218,65073,65073,1.163843,65073,65073,0.012132,
problem_500_1000_1_3_5.txt,204390,124136,0.000095,12650,11725,10.489458,204492,124448,0.059088,204633,124456,3.619512,204633,124456,6.651026,204633,124456,0.033011,
problem_500_1000_2_3_5.txt,135787,123533,0.000085,11511,11647,10.459298,136635,124454,0.040872,136708,124460,3.689540,136708,124460,5.281375,136698,124456,0.052617,
problem_500_1000_3_3_5.txt,132774,129264,0.000102,12576,12346,10.347788,132833,129323,7.778280,132833,129323,3.774390,132833,129323,8.321186,132824,129314,0.043495,
problem_500_1000_4_3_5.txt,128427,128427,0.000027,12346,12346,10.474718,5031,5031,10.001592,129323,129323,3.794945,129323,129323,2.376402,129323,129323,0.017305,
problem_10_50_1_4_5.txt,212,90,0.000002,222,116,0.000691,212,90,0.000066,222,116,0.000132,222,116,0.000021,222,116,0.007125,
problem_10_50_2_4_5.txt,122,111,0.000002,123,114,0.000592,122,111,0.000084,123,116,0.000101,123,114,0.000022,123,114,0.011121,
problem_10_50_3_4_5.txt,224,144,0.000002,224,144,0.000598,224,144,0.000044,224,144,0.000116,224,144,0.000022,224,144,0.009260,
problem_10_50_4_4_5.txt,139,139,0.000002,148,148,0.000542,148,148,0.015511,148,148,0.000092,148,148,0.000037,148,148,0.007226,
problem_10_100_1_4_5.txt,528,329,0.000002,528,329,0.000537,528,329,0.000045,528,329,0.000213,528,329,0.000028,528,329,0.006211,
problem_10_100_2_4_5.txt,329,306,0.000002,357,343,0.000522,354,340,0.000051,357,348,0.000268,357,343,0.000032,357,343,0.017766,
problem_10_100_3_4_5.txt,448,378,0.000002,484,414,0.000587,484,414,0.002219,484,414,0.000269,484,414,0.000033,484,414,0.012216,
problem_10_100_4_4_5.txt,389,389,0.000002,414,414,0.000536,414,414,0.027725,414,414,0.000253,414,414,0.000045,414,414,0.014177,
problem_10_500_1_4_5.txt,2589,1759,0.000002,2589,1942,0.000535,2589,1759,0.000053,2589,1759,0.001173,2589,1942,0.000063,2589,1759,0.007157,
problem_10_500_2_4_5.txt,1953,1858,0.000002,1996,1946,0.000558,1953,1858,0.000044,1996,1946,0.001227,1996,1946,0.000064,1996,1946,0.043460,
problem_10_500_3_4_5.txt,1787,1717,0.000002,2077,2007,0.000535,2077,2007,0.002088,2077,2007,0.001207,2077,2007,0.000081,2077,2007,0.081396,
problem_10_500_4_4_5.txt,1889,1889,0.000002,2013,2013,0.000551,2013,2013,0.121286,2013,2013,0.001336,2013,2013,0.000078,2013,2013,0.101054,
problem_10_1000_1_4_5.txt,5794,3531,0.000002,5794,3531,0.000548,5794,3531,0.000036,5794,3531,0.002190,5794,3531,0.000144,5794,3531,0.006080,
problem_10_1000_2_4_5.txt,3409,3213,0.000002,3692,3539,0.000552,3615,3532,0.000050,3692,3539,0.002188,3692,3539,0.000127,3692,3539,0.082586,
problem_10_1000_3_4_5.txt,4287,4217,0.000002,4740,4670,0.000554,4740,4670,0.028435,4740,4670,0.002814,4740,4670,0.000170,4740,4670,0.107280,
problem_10_1000_4_4_5.txt,4389,4389,0.000002,4676,4676,0.000590,4676,4676,0.123767,4676,4676,0.002782,4676,4676,0.000143,4676,4676,0.072608,
problem_50_50_1_4_5.txt,1283,726,0.000009,675,452,10.497846,1283,726,0.000644,1283,726,0.002188,1283,726,0.000575,1283,726,0.010191,
problem_50_50_2_4_5.txt,770,703,0.000008,470,479,10.494360,792,730,0.000565,796,730,0.002175,796,730,0.000604,796,730,0.012727,
problem_50_50_3_4_5.txt,1214,814,0.000012,727,507,10.326621,1240,840,0.918632,1240,840,0.002541,1240,840,0.000722,1240,840,0.013645,
problem_50_50_4_4_5.txt,796,796,0.000007,507,507,10.332009,298,298,10.001236,840,840,0.002397,840,840,0.000454,840,840,0.006288,
problem_50_100_1_4_5.txt,2448,1583,0.000010,1375,1152,10.483075,2449,1595,0.000689,2449,1595,0.004774,2449,1595,0.001213,2449,1595,0.016006,
problem_50_100_2_4_5.txt,1718,1576,0.000009,1172,1179,10.522339,1725,1595,0.000606,1735,1597,0.004750,1735,1597,0.001325,1735,1597,0.012886,
problem_50_100_3_4_5.txt,2203,1813,0.000009,1526,1296,10.497324,2230,1840,0.188497,2230,1840,0.005335,2230,1840,0.001860,2230,1840,0.016872,
problem_50_100_4_4_5.txt,1824,1824,0.000006,1296,1296,10.515998,848,848,10.000709,1840,1840,0.005342,1840,1840,0.000909,1840,1840,0.225984,
problem_50_500_1_4_5.txt,10495,8201,0.000010,5975,6052,10.312130,10495,8201,0.002272,10495,8201,0.024165,10495,8201,0.005707,10495,8201,0.008695,
problem_50_500_2_4_5.txt,8358,7826,0.000009,6154,6079,10.482445,8728,8260,0.000630,8773,8262,0.024436,8773,8262,0.004960,8773,8262,0.021506,
problem_50_500_3_4_5.txt,8853,8453,0.000009,7036,6816,10.463020,9040,8640,0.084842,9040,8640,0.025509,9040,8640,0.008951,9040,8640,0.047063,
problem_50_500_4_4_5.txt,8217,8217,0.000005,6816,6816,10.178040,4048,4048,10.002226,8640,8640,0.025608,8640,8640,0.003867,8640,8640,0.075086,
problem_50_1000_1_4_5.txt,21914,16680,0.000010,13475,11052,10.399465,21918,16751,0.001458,21988,16917,0.049857,21988,16917,0.010315,21988,16917,0.019398,
problem_50_1000_2_4_5.txt,17537,16822,0.000018,10996,11052,10.404819,17537,16822,0.001685,17623,16928,0.049574,17623,16928,0.009692,17623,16928,0.027416,
problem_50_1000_3_4_5.txt,17112,16712,0.000009,13536,13316,10.407761,17706,17306,1.997364,17706,17306,0.051688,17706,17306,0.018298,17706,17306,0.053051,
problem_50_1000_4_4_5.txt,17303,17303,0.000005,13316,13316,10.238017,8548,8548,10.007524,17306,17306,0.050576,17306,17306,0.008611,17306,17306,0.009738,
problem_100_50_1_4_5.txt,2441,1575,0.000016,675,452,10.349647,2441,1575,0.004505,2441,1575,0.009382,2441,1576,0.004688,2441,1575,0.006542,
problem_100_50_2_4_5.txt,1713,1566,0.000018,458,464,10.372977,1717,1576,0.003764,1722,1576,0.009201,1722,1576,0.004297,1722,1576,0.011581,
problem_100_50_3_4_5.txt,2479,1669,0.000018,727,507,10.374898,2497,1687,2.624263,2497,1687,0.009955,2497,1687,0.006078,2497,1687,0.248660,
problem_100_50_4_4_5.txt,1682,1682,0.000010,507,507,10.323970,298,298,10.001802,1687,1687,0.010256,1687,1687,0.002916,1687,1687,0.007659,
problem_100_100_1_4_5.txt,4803,3244,0.000019,1375,1152,10.496986,4812,3275,0.002096,4819,3276,0.019374,4819,3276,0.009210,4819,3276,0.018865,
problem_100_100_2_4_5.txt,3533,3240,0.000023,1147,1152,10.299578,3550,3271,0.003648,3566,3276,0.019633,3566,3276,0.008622,3566,3276,0.019312,
problem_100_100_3_4_5.txt,4188,3388,0.000018,1526,1296,10.460606,4133,3343,10.003010,4220,3420,0.020247,4220,3420,0.012782,4220,3420,0.035333,
problem_100_100_4_4_5.txt,3390,3390,0.000010,1296,1296,10.466424,848,848,10.000530,3420,3420,0.020383,3420,3420,0.005112,3420,3420,0.010965,
problem_100_500_1_4_5.txt,22860,16950,0.000017,5975,6052,10.458784,22871,17208,0.004455,22929,17206,0.100023,22929,17206,0.045983,22929,17206,0.023506,
problem_100_500_2_4_5.txt,18454,17162,0.000019,6064,6034,10.474227,18469,17206,0.003883,18494,17207,0.101052,18494,17207,0.040586,18494,17207,0.022838,
problem_100_500_3_4_5.txt,16644,15824,0.000018,7051,6831,10.475926,16707,15887,0.037772,16707,15887,0.092956,16707,15887,0.063281,16707,15887,0.242724,
problem_100_500_4_4_5.txt,15590,15590,0.000010,6816,6816,10.306988,4048,4048,10.001912,15887,15887,0.094061,15887,15887,0.024782,15887,15887,0.025424,
problem_100_1000_1_4_5.txt,45810,34846,0.000019,13475,11052,10.188654,45810,34846,0.003140,45810,34846,0.202725,45810,34846,0.090262,45810,34846,0.010005,
problem_100_1000_2_4_5.txt,35772,34317,0.000017,10996,11052,10.353047,36112,34857,0.003883,36285,34875,0.203636,36285,34875,0.083184,36285,34875,0.045100,
problem_100_1000_3_4_5.txt,32908,32098,0.000018,13536,13316,10.460126,22691,22021,10.002307,33697,32887,0.190211,33697,32887,0.127065,33697,32887,0.014253,
problem_100_1000_4_4_5.txt,32590,32590,0.000021,13464,13464,10.485063,8548,8548,10.000622,32887,32887,0.192020,32887,32887,0.049561,32887,32887,0.027636,
problem_500_50_1_4_5.txt,11906,8209,0.000091,675,452,10.458268,11907,8222,0.310403,11913,8222,0.246702,11913,8222,0.541993,11913,8222,0.027082,
problem_500_50_2_4_5.txt,8915,8215,0.000083,454,459,10.329971,8916,8222,0.076164,8921,8222,0.243218,8921,8222,0.454603,8921,8222,0.014158,
problem_500_50_3_4_5.txt,12383,8303,0.000083,727,507,10.298008,11945,7955,10.002050,12388,8308,0.243075,12388,8308,0.700798,12388,8308,0.008392,
problem_500_50_4_4_5.txt,8269,8269,0.000034,514,514,10.482547,277,277,10.001064,8308,8308,0.243623,8308,8308,0.284584,8308,8308,0.010001,
problem_500_100_1_4_5.txt,22631,16201,0.000114,1375,1152,10.461598,22633,16251,0.092130,22659,16256,0.476020,22659,16256,1.104202,22657,16252,0.030526,
problem_500_100_2_4_5.txt,17428,16205,0.000089,1160,1164,10.476374,17466,16255,0.072776,17476,16256,0.473677,17476,16256,0.871673,17476,16256,0.013075,
problem_500_100_3_4_5.txt,20384,16294,0.000085,1526,1296,10.463035,18728,14828,10.003127,20398,16308,0.482453,20398,16308,1.289422,20398,16308,0.008828,
problem_500_100_4_4_5.txt,16306,16306,0.000033,1296,1296,10.290647,777,777,10.000700,16308,16308,0.474024,16308,16308,0.569360,16308,16308,0.012302,
problem_500_500_1_4_5.txt,114914,82193,0.000096,5975,6052,10.447511,114928,82235,0.089656,114940,82254,2.395314,114940,82254,5.467591,114940,82254,0.029869,
problem_500_500_2_4_5.txt,88703,82011,0.000116,6064,6034,10.444727,88874,82244,0.061511,88937,82256,2.385940,88937,82256,4.505809,88931,82253,0.042108,
problem_500_500_3_4_5.txt,87321,83241,0.000107,7036,6816,10.449284,87322,83242,0.096434,87322,83242,2.418500,87322,83242,6.174458,87322,83242,0.010979,
problem_500_500_4_4_5.txt,83187,83187,0.000035,6964,6964,10.483904,3777,3777,10.001415,83242,83242,2.424832,83242,83242,2.971121,83242,83242,0.013813,
problem_500_1000_1_4_5.txt,230481,171443,0.000097,13475,11052,10.497438,230494,171922,0.088395,230711,171920,5.130920,230711,171920,11.011595,230711,171920,0.034143,
problem_500_1000_2_4_5.txt,181917,171332,0.000095,10996,11052,10.298193,182339,171911,0.060698,182466,171922,5.130362,182466,171922,9.531460,182465,171922,0.050265,
problem_500_1000_3_4_5.txt,174046,169986,0.000124,13536,13316,10.305683,49031,46921,10.002202,174635,170575,5.007750,174635,170575,12.395534,174633,170573,0.115921,
problem_500_1000_4_4_5.txt,170056,170056,0.000033,13316,13316,10.439234,8277,8277,10.002544,170575,170575,5.005705,170575,170575,5.994199,170575,170575,0.040519,
problem_10_50_1_5_5.txt,235,200,0.000002,244,240,0.000544,244,240,0.000053,244,240,0.000149,244,240,0.000029,244,240,0.010229,
problem_10_50_2_5_5.txt,242,234,0.000002,243,238,0.000538,242,234,0.000054,243,237,0.000157,243,238,0.000041,243,237,0.009474,
problem_10_50_3_5_5.txt,309,219,0.000002,309,219,0.000517,309,219,0.000051,309,219,0.000141,309,219,0.000043,309,219,0.006127,
problem_10_50_4_5_5.txt,208,208,0.000002,220,220,0.000615,220,220,0.047165,220,220,0.000137,220,220,0.000029,220,220,0.009834,
problem_10_100_1_5_5.txt,631,414,0.000002,631,414,0.000539,631,414,0.000042,631,414,0.000313,631,414,0.000059,631,414,0.007653,
problem_10_100_2_5_5.txt,449,418,0.000002,505,484,0.000569,505,484,0.000053,505,484,0.000296,505,484,0.000036,505,484,0.010920,
problem_10_100_3_5_5.txt,507,427,0.000002,591,511,0.000541,591,511,0.003259,591,511,0.000311,591,511,0.000049,591,511,0.012057,
problem_10_100_4_5_5.txt,458,458,0.000002,511,511,0.000522,511,511,0.122918,511,511,0.000358,511,511,0.000052,511,511,0.009419,
problem_10_500_1_5_5.txt,1943,2307,0.000002,1943,2307,0.000528,1943,2307,0.000042,1943,2307,0.001380,1943,2307,0.000090,1943,2307,0.004353,
problem_10_500_2_5_5.txt,2136,1960,0.000002,2418,2307,0.000541,2402,2292,0.000053,2418,2307,0.001364,2418,2307,0.000096,2418,2307,0.007572,
problem_10_500_3_5_5.txt,1972,1892,0.000002,2342,2262,0.000647,2342,2262,0.003628,2342,2262,0.001347,2342,2262,0.000094,2342,2262,0.012283,
problem_10_500_4_5_5.txt,1931,1931,0.000002,2262,2262,0.000560,2262,2262,0.001393,2262,2262,0.001411,2262,2262,0.000118,2262,2262,0.009921,
problem_10_1000_1_5_5.txt,3331,4414,0.000002,3376,4799,0.000543,3376,4799,0.000078,3376,4799,0.003044,3376,4799,0.000201,3376,4799,0.009885,
problem_10_1000_2_5_5.txt,4896,4614,0.000002,5421,5174,0.000546,5191,5212,0.000326,5421,5174,0.003076,5421,5174,0.000179,5421,5174,0.010129,
problem_10_1000_3_5_5.txt,4378,4288,0.000002,4413,4323,0.000541,4413,4323,0.015488,4413,4323,0.002617,4413,4323,0.000239,4413,4323,0.011448,
problem_10_1000_4_5_5.txt,3431,3431,0.000002,4331,4331,0.000539,4331,4331,0.012444,4331,4331,0.002808,4331,4331,0.000192,4331,4331,0.011823,
problem_50_50_1_5_5.txt,1206,1010,0.000010,733,648,10.472534,1209,1024,0.000818,1209,1024,0.003069,1209,1024,0.001015,1209,1024,0.012712,
problem_50_50_2_5_5.txt,1053,1001,0.000009,644,648,10.443801,1077,1034,0.002302,1082,1035,0.003138,1082,1035,0.000984,1082,1035,0.015726,
problem_50_50_3_5_5.txt,1606,1166,0.000009,895,665,10.236651,1315,935,10.000618,1643,1203,0.003555,1643,1203,0.001374,1643,1203,0.248474,
problem_50_50_4_5_5.txt,1182,1182,0.000007,665,665,10.191134,371,371,10.001546,1203,1203,0.003522,1203,1203,0.000733,1203,1203,0.006941,
problem_50_100_1_5_5.txt,2587,2236,0.000010,1333,1398,10.341635,2587,2236,0.001538,2587,2236,0.006658,2587,2236,0.002003,2587,2236,0.008649,
problem_50_100_2_5_5.txt,2331,2216,0.000009,1402,1398,10.361142,2339,2244,0.000712,2355,2244,0.006475,2355,2244,0.001968,2355,2244,0.010983,
problem_50_100_3_5_5.txt,2758,2318,0.000010,1695,1465,10.348045,2312,1922,10.001886,2851,2411,0.007097,2851,2411,0.002605,2851,2411,0.018595,
problem_50_100_4_5_5.txt,2382,2382,0.000006,1465,1465,10.359404,871,871,10.002257,2411,2411,0.007071,2411,2411,0.001636,2411,2411,0.009874,
problem_50_500_1_5_5.txt,12009,8722,0.000010,5433,5698,10.267259,12045,9111,0.002776,12184,9108,0.027957,12184,9108,0.007600,12184,9108,0.013088,
problem_50_500_2_5_5.txt,9777,9025,0.000009,5946,5698,10.383689,9808,9125,0.000570,9873,9157,0.026968,9873,9157,0.006942,9873,9157,0.037260,
problem_50_500_3_5_5.txt,9999,9549,0.000010,5895,5665,10.465582,10444,9994,10.000885,10445,9995,0.029727,10445,9995,0.011241,10445,9995,0.030712,
problem_50_500_4_5_5.txt,9921,9921,0.000006,5665,5665,10.483925,3471,3471,10.000947,9995,9995,0.029489,9995,9995,0.006207,9995,9995,0.036386,
problem_50_1000_1_5_5.txt,24216,18465,0.000010,9825,12411,10.471302,24248,19131,0.000809,24330,19136,0.056356,24330,19136,0.017761,24330,19136,0.014148,
problem_50_1000_2_5_5.txt,19880,19143,0.000008,12725,13045,10.241504,19880,19143,0.002127,19884,19154,0.056283,19884,19154,0.016201,19884,19154,0.013500,
problem_50_1000_3_5_5.txt,20523,20073,0.000010,11895,11665,10.463317,21138,20688,10.001557,21278,20828,0.062531,21278,20828,0.022359,21276,20826,0.013622,
problem_50_1000_4_5_5.txt,20082,20082,0.000006,11665,11665,10.215689,6971,6971,10.001856,20828,20828,0.061474,20828,20828,0.013059,20827,20827,0.024915,
problem_100_50_1_5_5.txt,2343,2155,0.000019,733,648,10.375516,2344,2170,0.005576,2347,2175,0.012935,2347,2175,0.007438,2347,2175,0.011316,
problem_100_50_2_5_5.txt,2269,2171,0.000018,644,648,10.381191,2269,2171,0.005082,2272,2175,0.012845,2272,2175,0.007331,2272,2175,0.239285,
problem_100_50_3_5_5.txt,2974,2064,0.000018,895,665,10.313444,2978,2068,0.008644,2978,2068,0.012235,2978,2068,0.009657,2978,2068,0.013308,
problem_100_50_4_5_5.txt,2065,2065,0.000011,665,665,10.493140,371,371,10.002379,2068,2068,0.012340,2068,2068,0.004669,2068,2068,0.007949,
problem_100_100_1_5_5.txt,4976,4167,0.000019,1333,1398,10.453257,4976,4167,0.223540,4976,4167,0.025307,4976,4167,0.015078,4976,4167,0.011402,
problem_100_100_2_5_5.txt,4368,4125,0.000019,1402,1398,10.325131,4404,4174,0.220153,4411,4175,0.025496,4411,4175,0.014665,4411,4175,0.023807,
problem_100_100_3_5_5.txt,5276,4376,0.000019,1695,1465,10.282345,3960,3200,10.003160,5343,4443,0.025523,5343,4443,0.018265,5343,4443,0.031621,
problem_100_100_4_5_5.txt,4442,4442,0.000012,1465,1465,10.477543,871,871,10.001026,4443,4443,0.026218,4443,4443,0.010972,4443,4443,0.008560,
problem_100_500_1_5_5.txt,26342,20120,0.000027,5433,5698,10.433094,26359,20496,0.005502,26463,20497,0.118546,26463,20497,0.063734,26463,20497,0.014484,
problem_100_500_2_5_5.txt,21820,20493,0.000018,5946,5698,10.463555,21820,20493,0.003955,21826,20508,0.120376,21826,20508,0.069472,21826,20508,0.028677,
problem_100_500_3_5_5.txt,20227,19317,0.000018,5895,5665,10.471950,16583,15763,10.000417,20603,19693,0.114301,20603,19693,0.082119,20603,19693,0.022351,
problem_100_500_4_5_5.txt,19531,19531,0.000010,5665,5665,10.501049,3471,3471,10.000538,19693,19693,0.117177,19693,19693,0.042546,19693,19693,0.013025,
problem_100_1000_1_5_5.txt,50781,38747,0.000018,9710,12779,10.316704,50862,39586,0.005015,50973,39569,0.229740,50973,39569,0.125712,50973,39569,0.017085,
problem_100_1000_2_5_5.txt,40573,39056,0.000021,12725,13045,10.471380,40960,39628,0.003986,41106,39674,0.229536,41106,39674,0.103557,41106,39674,0.040437,
problem_100_1000_3_5_5.txt,39769,38859,0.000019,11895,11665,10.488477,29781,28991,10.002228,40603,39693,0.229585,40603,39693,0.173185,40599,39689,0.062852,
problem_100_1000_4_5_5.txt,39609,39609,0.000019,11665,11665,10.444684,6971,6971,10.000364,39693,39693,0.230316,39693,39693,0.080305,39693,39693,0.012896,
problem_500_50_1_5_5.txt,12768,10780,0.000097,733,648,10.423948,12769,10818,0.391910,12777,10820,0.325584,12777,10820,0.842314,12777,10820,0.022398,
problem_500_50_2_5_5.txt,11235,10811,0.000090,644,648,10.332277,11237,10820,0.094766,11243,10820,0.322941,11243,10820,0.744739,11242,10820,0.015695,
problem_500_50_3_5_5.txt,15359,10809,0.000082,895,665,10.335602,12037,8107,10.003332,15371,10821,0.316471,15371,10821,0.998129,15371,10821,0.006931,
problem_500_50_4_5_5.txt,10777,10777,0.000037,665,665,10.530821,352,352,10.001864,10821,10821,0.313383,10821,10821,0.540870,10821,10821,0.021780,
problem_500_100_1_5_5.txt,25574,21143,0.000098,1349,1356,10.537159,25574,21143,0.123719,25576,21153,0.611857,25576,21153,1.671732,25576,21153,0.022217,
problem_500_100_2_5_5.txt,22085,21124,0.000094,1402,1398,10.520059,22098,21151,0.083729,22110,21153,0.616961,22110,21153,1.392680,22110,21153,0.021497,
problem_500_100_3_5_5.txt,26196,21646,0.000093,1695,1465,10.507961,25393,20923,10.003030,26205,21655,0.640634,26205,21655,1.870227,26205,21655,0.008728,
problem_500_100_4_5_5.txt,21629,21629,0.000044,1465,1465,10.333535,852,852,10.000889,21655,21655,0.627631,21655,21655,1.074191,21655,21655,0.007077,
problem_500_500_1_5_5.txt,128498,104139,0.000106,5433,5698,10.511814,128503,104534,0.125139,128608,104567,3.064099,128608,104567,8.250910,128604,104552,0.020668,
problem_500_500_2_5_5.txt,109046,104142,0.000092,5946,5698,10.529694,109392,104570,0.086670,109432,104570,3.044647,109432,104570,7.058253,109429,104565,0.077459,
problem_500_500_3_5_5.txt,112612,108072,0.000098,5895,5665,10.491930,10824,9514,10.004002,113028,108488,3.175942,113028,108488,9.080236,113027,108487,0.167377,
problem_500_500_4_5_5.txt,108439,108439,0.000036,5665,5665,10.464709,3452,3452,10.001010,108488,108488,3.229167,108488,108488,5.786971,108488,108488,0.014915,
problem_500_1000_1_5_5.txt,252343,209248,0.000100,9433,12698,10.212526,252347,209544,0.334887,252403,209557,6.335811,252403,209557,16.541233,252403,209557,0.029323,
problem_500_1000_2_5_5.txt,216502,208986,0.000095,12725,13045,10.343613,216898,209562,0.307015,217026,209569,6.258860,217026,209570,14.079578,217026,209569,0.052654,
problem_500_1000_3_5_5.txt,221314,216774,0.000106,11895,11665,10.343477,18098,16848,10.000810,222195,217655,6.417088,222195,217655,17.782388,222192,217652,0.080868,
problem_500_1000_4_5_5.txt,216897,216897,0.000037,11665,11665,10.480845,6952,6952,10.001045,217655,217655,6.405825,217655,217655,11.323760,217655,217655,0.014282,
